geneid,gene_symbol,uniprotid,gene_dsi,gene_dpi,gene_pli,protein_class,protein_class_name,diseaseid,disease_name,disease_class,disease_class_name,disease_type,disease_semantic_type,score,ei,el,year_initial,year_final,source
5319,PLA2G1B,P04054,0.468,0.846,1.0057e-10,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1996.0,2019.0,ALL
56244,BTNL2,Q9UIR0,0.546,0.808,8.5607e-11,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2018.0,ALL
5657,PRTN3,P24158,0.503,0.808,3.8044e-05,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1999.0,2018.0,ALL
5713,PSMD7,P51665,0.551,0.692,0.26367,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
6347,CCL2,P13500,0.321,0.962,0.60786,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2009.0,2018.0,ALL
6374,CXCL5,P42830,0.519,0.769,5.0431e-06,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1997.0,2017.0,ALL
6387,CXCL12,P48061,0.379,0.846,0.11851,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2000.0,2014.0,ALL
6584,SLC22A5,O76082,0.608,0.731,5.2651e-16,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2005.0,2012.0,ALL
6772,STAT1,P42224,0.399,0.885,0.99999,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2009.0,2019.0,ALL
7184,HSP90B1,P14625,0.522,0.808,0.9972,DTO_05007613,Chaperone,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2005.0,2018.0,ALL
7442,TRPV1,Q8NER1,0.446,0.885,1.0103e-16,DTO_01300327,Ion channel,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2013.0,2018.0,ALL
760,CA2,P00918,0.506,0.808,1.6946e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2002.0,2019.0,ALL
83998,REG4,Q9BYZ8,0.615,0.385,0.00075276,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2018.0,ALL
8626,TP63,Q9H3D4,0.362,0.769,0.99728,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
8651,SOCS1,O15524,0.445,0.808,0.58544,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2016.0,ALL
9021,SOCS3,O14543,0.434,0.808,0.74613,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2015.0,ALL
9181,ARHGEF2,Q92974,0.502,0.769,1.0,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
10090,UST,Q9Y2C2,0.792,0.192,0.43933,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2019.0,2019.0,ALL
10148,EBI3,Q14213,0.474,0.808,0.10797,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2005.0,ALL
107075310,MTCO2P12,,0.368,0.962,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2018.0,ALL
10803,CCR9,P51686,0.573,0.692,0.0041986,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2018.0,ALL
1116,CHI3L1,P36222,0.419,0.885,1.1133e-05,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2006.0,2019.0,ALL
1490,CCN2,P29279,0.399,0.846,0.00050202,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2013.0,ALL
1524,CX3CR1,P49238,0.457,0.885,0.061371,DTO_02300001,G-protein coupled receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2006.0,2017.0,ALL
1636,ACE,P12821,0.328,0.923,1.0344e-37,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2019.0,ALL
1671,DEFA6,Q01524,0.792,0.115,4.2537e-06,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2001.0,2016.0,ALL
1800,DPEP1,P16444,0.57,0.654,3.473e-10,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2010.0,2016.0,ALL
1893,ECM1,Q16610,0.576,0.731,4.6627e-14,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2008.0,2019.0,ALL
199953,TMEM201,Q5SNT2,0.729,0.346,0.99004,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2005.0,2020.0,ALL
2153,F5,P12259,0.441,0.846,5.919e-15,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2000.0,2014.0,ALL
2215,FCGR3B,O75015,0.452,0.962,3.0294e-07,DTO_05007620,Cell adhesion,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2009.0,2018.0,ALL
22861,NLRP1,Q9C000,0.502,0.769,4.9693e-19,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2008.0,2013.0,ALL
23308,ICOSLG,O75144,0.601,0.654,0.00035482,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2010.0,2015.0,ALL
23659,PLA2G15,Q8NCC3,0.52,0.769,0.37838,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2017.0,2019.0,ALL
2641,GCG,P01275,0.431,0.885,0.034814,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2012.0,2020.0,ALL
2688,GH1,P01241,0.373,0.923,0.030057,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2006.0,2018.0,ALL
27352,SGSM3,Q96HU1,0.469,0.808,3.4061e-15,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2011.0,2019.0,ALL
301,ANXA1,P04083,0.442,0.885,1.2009e-07,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2013.0,ALL
3162,HMOX1,P09601,0.381,0.923,0.0096817,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2010.0,2018.0,ALL
3308,HSPA4,P34932,0.394,0.923,0.99954,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,1999.0,2017.0,ALL
3587,IL10RA,Q13651,0.579,0.692,0.017808,DTO_05007575,Receptor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2003.0,2016.0,ALL
3663,IRF5,Q13568,0.489,0.731,0.0090365,DTO_05007542,Transcription factor,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2015.0,ALL
4312,MMP1,P03956,0.385,0.885,7.7197e-18,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2000.0,2007.0,ALL
4331,MNAT1,P51948,0.539,0.846,1.3117e-12,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2011.0,ALL
4513,COX2,P00403,0.352,0.962,,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,1998.0,2018.0,ALL
4907,NT5E,P21589,0.436,0.885,2.2881e-11,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2009.0,2019.0,ALL
5047,PAEP,P09466,0.43,0.846,3.1109e-08,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,1992.0,2019.0,ALL
50506,DUOX2,Q9NRD8,0.533,0.769,4.5032e-56,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2007.0,2016.0,ALL
50942,IBD6,,0.861,0.077,,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2003.0,2015.0,ALL
54210,TREM1,Q9NP99,0.515,0.808,0.0062776,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2009.0,2019.0,ALL
55902,ACSS2,Q9NR19,0.506,0.808,1.1443e-13,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2017.0,2019.0,ALL
5879,RAC1,P63000,0.429,0.962,0.76228,DTO_05007584,Enzyme modulator,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2013.0,2018.0,ALL
6364,CCL20,P78556,0.474,0.846,0.00024242,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2004.0,2017.0,ALL
6387,CXCL12,P48061,0.379,0.846,0.11851,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2000.0,2014.0,ALL
6578,SLCO2A1,Q92959,0.578,0.654,2.2804e-13,DTO_05007405,Transporter,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2015.0,2019.0,ALL
6646,SOAT1,P35610,0.424,0.846,7.3621e-10,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2011.0,2019.0,ALL
6778,STAT6,P42226,0.475,0.808,0.98849,DTO_05007557,Nucleic acid binding,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,0.75,,2003.0,2011.0,ALL
6868,ADAM17,P78536,0.453,0.808,0.99528,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2006.0,2018.0,ALL
7042,TGFB2,P61812,0.433,0.885,0.99905,DTO_05007599,Signaling,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2002.0,2019.0,ALL
7184,HSP90B1,P14625,0.522,0.808,0.9972,DTO_05007613,Chaperone,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2005.0,2017.0,ALL
84680,ACCS,Q96QU6,0.522,0.731,8.9836e-07,DTO_05007624,Enzyme,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2017.0,2019.0,ALL
94103,ORMDL3,Q8N138,0.666,0.423,0.78329,,,C0010346,Crohn Disease,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.04,1.0,,2010.0,2019.0,ALL
100048912,CDKN2B-AS1,,0.491,0.769,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2016.0,2019.0,ALL
100133941,CD24,P25063,0.472,0.769,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2011.0,2015.0,ALL
100289462,DEFB4B,O15263,0.51,0.769,0.067977,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2003.0,2018.0,ALL
10344,CCL26,Q9Y258,0.617,0.654,0.010114,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2005.0,2013.0,ALL
1048,CEACAM5,P06731,0.42,0.846,4.1625e-10,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1988.0,2014.0,ALL
104909134,LINC02210-CRHR1,P34998,0.57,0.692,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2012.0,2018.0,ALL
10598,AHSA1,O95433,0.396,0.923,0.99896,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2015.0,2018.0,ALL
10663,CXCR6,O00574,0.448,0.885,5.7212e-05,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2014.0,2019.0,ALL
10758,TRAF3IP2,O43734,0.585,0.692,1.615e-09,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2011.0,2018.0,ALL
11009,IL24,Q13007,0.498,0.769,5.8826e-07,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2009.0,2019.0,ALL
11213,IRAK3,Q9Y616,0.615,0.615,5.3092e-21,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2007.0,2016.0,ALL
115482713,H3P10,,0.35,0.846,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1998.0,2014.0,ALL
133482,SLCO6A1,Q86UG4,0.412,0.885,2.8807e-11,DTO_05007405,Transporter,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2002.0,2018.0,ALL
1387,CREBBP,Q92793,0.428,0.808,1.0,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2011.0,2018.0,ALL
1394,CRHR1,P34998,0.517,0.769,3.7856e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2012.0,2018.0,ALL
1398,CRK,P46108,0.394,0.923,0.95936,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2015.0,2018.0,ALL
140,ADORA3,P0DMS8,0.682,0.5,0.0001441,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2009.0,2020.0,ALL
1432,MAPK14,Q16539,0.379,0.923,0.37466,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2015.0,2018.0,ALL
144811,LACC1,Q8IV20,0.7,0.423,1.1655e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2013.0,2016.0,ALL
1489,CTF1,Q16619,0.636,0.423,0.041899,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2018.0,2019.0,ALL
1524,CX3CR1,P49238,0.457,0.885,0.061371,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2012.0,2017.0,ALL
1630,DCC,P43146,0.471,0.808,0.99448,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1998.0,2016.0,ALL
1636,ACE,P12821,0.328,0.923,1.0344e-37,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2001.0,2019.0,ALL
1673,DEFB4A,O15263,0.507,0.769,0.0011637,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2003.0,2018.0,ALL
1822,ATN1,P54259,0.409,0.885,0.99992,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2017.0,2019.0,ALL
1901,S1PR1,P21453,0.546,0.769,0.73269,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2017.0,2018.0,ALL
2150,F2RL1,P55085,0.48,0.769,0.00014843,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2009.0,2018.0,ALL
2214,FCGR3A,P08637,0.432,0.962,3.6955e-06,DTO_05007620,Cell adhesion,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.333,,2009.0,2013.0,ALL
2272,FHIT,P49789,0.444,0.846,0.0057055,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1997.0,2009.0,ALL
25897,RNF19A,Q9NV58,0.397,0.923,0.025305,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2015.0,2018.0,ALL
26073,POLDIP2,Q9Y2S7,0.396,0.923,0.41407,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2015.0,2018.0,ALL
27352,SGSM3,Q96HU1,0.469,0.808,3.4061e-15,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2011.0,2019.0,ALL
274,BIN1,O00499,0.55,0.692,0.77822,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2016.0,2019.0,ALL
2833,CXCR3,P49682,0.436,0.808,0.181,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1997.0,2017.0,ALL
3014,H2AX,P16104,0.484,0.808,0.17652,DTO_05007557,Nucleic acid binding,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2008.0,2018.0,ALL
3082,HGF,P14210,0.374,0.885,0.99947,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2000.0,2018.0,ALL
3091,HIF1A,Q16665,0.327,0.923,0.9777,DTO_05007542,Transcription factor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2017.0,2019.0,ALL
3119,HLA-DQB1,P01920,0.407,0.885,0.0089259,DTO_05007608,Immune response,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2003.0,2019.0,ALL
3125,HLA-DRB3,P79483,0.57,0.885,,DTO_05007608,Immune response,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1996.0,2007.0,ALL
3265,HRAS,P01112,0.378,0.885,0.079774,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1989.0,1997.0,ALL
343,AQP8,O94778,0.638,0.615,0.00036707,DTO_01300327,Ion channel,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2007.0,2013.0,ALL
3566,IL4R,P24394,0.474,0.846,0.00023013,DTO_05007575,Receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2001.0,2018.0,ALL
3600,IL15,P40933,0.422,0.846,0.70859,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,1999.0,2014.0,ALL
3627,CXCL10,P02778,0.378,0.885,0.36865,DTO_05007599,Signaling,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2007.0,2012.0,ALL
3688,ITGB1,P05556,0.496,0.808,0.98208,DTO_05007575,Receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2012.0,2018.0,ALL
373156,GSTK1,Q9Y2Q3,0.412,0.885,1.9374e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2002.0,2018.0,ALL
3918,LAMC2,Q13753,0.389,0.923,2.8791e-12,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2014.0,2020.0,ALL
4069,LYZ,P61626,0.526,0.846,3.4114e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1992.0,2019.0,ALL
406913,MIR126,,0.447,0.846,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2012.0,2017.0,ALL
406973,MIR196A2,,0.599,0.577,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2017.0,2019.0,ALL
4277,MICB,Q29980,0.576,0.731,4.0609e-05,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2001.0,2010.0,ALL
4284,MIP,P30301,0.507,0.846,0.030956,DTO_01300327,Ion channel,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2002.0,2009.0,ALL
4582,MUC1,P15941,0.384,0.885,0.018774,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1993.0,2020.0,ALL
5047,PAEP,P09466,0.43,0.846,3.1109e-08,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1994.0,2020.0,ALL
50942,IBD6,,0.861,0.077,,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2004.0,2015.0,ALL
51573,GDE1,Q9NZC3,0.481,0.808,6.1163e-06,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2012.0,2019.0,ALL
52,ACP1,P24666,0.566,0.731,1.7531e-08,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2000.0,2012.0,ALL
5265,SERPINA1,P01009,0.41,0.923,6.8497e-08,DTO_05007584,Enzyme modulator,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1984.0,2008.0,ALL
5320,PLA2G2A,P14555,0.488,0.808,0.097278,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,1997.0,2014.0,ALL
54210,TREM1,Q9NP99,0.515,0.808,0.0062776,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,0.667,,2011.0,2019.0,ALL
5444,PON1,P27169,0.409,0.885,9.8142e-11,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2007.0,2018.0,ALL
54474,KRT20,P35900,0.388,0.846,9.0776e-11,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2007.0,2018.0,ALL
54546,RNF186,Q9NXI6,1.0,0.038,0.082589,,,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2013.0,2017.0,ALL
5465,PPARA,Q07869,0.432,0.885,0.030182,DTO_00102000,Nuclear receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2009.0,2017.0,ALL
5609,MAP2K7,O14733,0.419,0.808,0.99552,DTO_03300101,Kinase,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2005.0,2019.0,ALL
5730,PTGDS,P41222,0.503,0.846,0.0050922,DTO_05007624,Enzyme,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2010.0,2019.0,ALL
5734,PTGER4,P35408,0.558,0.731,0.9755,DTO_02300001,G-protein coupled receptor,C0009324,Ulcerative Colitis,C06,   Digestive System Diseases,disease,Disease or Syndrome,0.03,1.0,,2011.0,2017.0,ALL
